Unnamed: 0,names,id,url,mean_valence,mean_danceability,mean_energy,mean_acousticness,mean_speechiness,mean_instrumentalness,med_valence,med_danceability,med_energy,med_acousticness,med_speechiness,med_instrumentalness,sd_valence,sd_danceability,sd_energy,sd_speechiness,sd_instrumentalness,quant1_danceability,quant1_energy,quant1_acousticness,quant1_speechiness,quant1_instrumentalness,quant3_danceability,quant3_energy,quant3_acousticness,quant3_speechiness,quant3_instrumentalness,mean_popularity,med_popularity,sd_popularity,quant1_popularity,quant3_popularity
277,This Is Bonobo,37i9dQZF1DWZais6SIaMts,https://open.spotify.com/playlist/37i9dQZF1DWZais6SIaMts,0.278671739130435,0.604630434782609,0.619217391304348,0.335209043478261,0.0503478260869565,0.653184782608696,0.2255,0.637,0.6085,0.2845,0.03895,0.801,0.183903759448061,0.113571584610403,0.17405681231438,0.0498262837338351,0.305876645410743,0.54375,0.48025,0.056975,0.0327,0.3955,0.6685,0.7355,0.55775,0.05015,0.91325,45.3478260869565,44.5,9.58057616292082,40.0,49.75
278,This Is Britney Spears,37i9dQZF1DWXcA2XXbXQ3d,https://open.spotify.com/playlist/37i9dQZF1DWXcA2XXbXQ3d,0.686521739130435,0.728804347826087,0.749717391304348,0.167203717391304,0.0702282608695652,0.0031712369565217,0.7815,0.729,0.749,0.0911,0.053,1.3605e-05,0.216173565978866,0.0916897230555838,0.140123225617625,0.0444232905031858,0.0158103668011701,0.68775,0.6875,0.02645,0.04195,0.0,0.7735,0.84375,0.238,0.0856,0.00035525,62.8478260869565,62.0,8.9193108635249,55.25,68.0
279,This is Bruce Springsteen,37i9dQZF1DX9qkL85stcHs,https://open.spotify.com/playlist/37i9dQZF1DX9qkL85stcHs,0.562487142857143,0.502257142857143,0.646721428571429,0.245450685714286,0.0550342857142857,0.0198139572857143,0.575,0.51,0.7245,0.1026,0.03665,1.7e-05,0.229007891719869,0.117222899987901,0.25033551392913,0.0500737684393165,0.0943899207016565,0.43125,0.454,0.013225,0.03025,0.0,0.5815,0.86625,0.471,0.056925,0.00068975,53.4,51.5,8.67012194220783,47.25,56.75
280,This is: Cher,37i9dQZF1DX3w9f3pg1Dyc,https://open.spotify.com/playlist/37i9dQZF1DX3w9f3pg1Dyc,0.513135135135135,0.534459459459459,0.627432432432432,0.283254081081081,0.0444918918918919,0.000373957027027,0.506,0.538,0.61,0.211,0.0338,0.0,0.208398944623336,0.133450072768515,0.20562837846472,0.0251459448727532,0.0016525750793313,0.421,0.521,0.0373,0.0295,0.0,0.652,0.763,0.506,0.0538,3.5e-06,46.2702702702703,44.0,12.0891334324321,38.0,50.0
281,This Is Chuck Berry,37i9dQZF1DX0LonJ1uN97e,https://open.spotify.com/playlist/37i9dQZF1DX0LonJ1uN97e,0.825719298245614,0.648754385964912,0.65480701754386,0.653694736842105,0.0749561403508772,0.0468587636842105,0.856,0.652,0.679,0.732,0.0558,1.67e-05,0.154641146158495,0.0947614072857561,0.185465479902835,0.0518588297260108,0.173658537506153,0.592,0.527,0.547,0.0404,0.0,0.715,0.793,0.803,0.0912,0.000836,39.3508771929825,37.0,10.774459263976,32.0,42.0
282,This Is Daft Punk,37i9dQZF1DWZAkrucRF6Gq,https://open.spotify.com/playlist/37i9dQZF1DWZAkrucRF6Gq,0.516321951219512,0.717121951219512,0.659341463414634,0.185648420487805,0.110146341463415,0.476095366341463,0.53,0.723,0.682,0.0422,0.0706,0.53,0.304026351252811,0.136145913475571,0.149640170034001,0.0968329930797375,0.358984471642119,0.611,0.548,0.00212,0.0437,0.0546,0.812,0.787,0.367,0.144,0.841,66.5365853658537,66.0,9.05289335233662,60.0,71.0
283,This Is Eagles,37i9dQZF1DX9AUVnnnNUND,https://open.spotify.com/playlist/37i9dQZF1DX9AUVnnnNUND,0.602671739130435,0.546739130434783,0.528717391304348,0.324642826086956,0.0326630434782609,0.0536498506521739,0.65,0.567,0.5095,0.289,0.02975,0.001485,0.242348884107229,0.133417379308129,0.205993922568763,0.0088995719920967,0.14767857284021,0.4655,0.377,0.088225,0.0271,7.3825e-05,0.64325,0.67225,0.509,0.03485,0.03835,54.3695652173913,52.5,10.7172938036349,45.25,62.0
284,"This Is Earth, Wind & Fire",37i9dQZF1DX3yvjXSVJwJV,https://open.spotify.com/playlist/37i9dQZF1DX3yvjXSVJwJV,0.681,0.613666666666667,0.616208333333333,0.331725,0.0448583333333333,0.0082399875,0.749,0.6285,0.6175,0.2765,0.04325,0.000789,0.245386651421083,0.143099742249537,0.169614134759297,0.0111669900450688,0.0197992383950431,0.5225,0.49175,0.11875,0.036475,0.0001901,0.6995,0.7145,0.57875,0.053175,0.005385,53.8333333333333,51.0,11.5218758537144,46.75,58.5
285,This Is Elton John,37i9dQZF1DX7VulteLVOkq,https://open.spotify.com/playlist/37i9dQZF1DX7VulteLVOkq,0.529191489361702,0.528765957446809,0.609021276595745,0.278291489361702,0.0392276595744681,0.0377225836170213,0.544,0.513,0.628,0.174,0.0336,0.000276,0.27962129967215,0.135939918436811,0.218058975804184,0.023781118763017,0.103359292911644,0.435,0.475,0.0721,0.0289,1.2485e-05,0.6265,0.781,0.3875,0.0415,0.004785,58.6595744680851,56.0,11.0910786626884,51.0,67.0
286,This is: Emeli Sandé,37i9dQZF1DXdRITMyVwc9y,https://open.spotify.com/playlist/37i9dQZF1DXdRITMyVwc9y,0.345578947368421,0.552394736842105,0.577815789473684,0.399735263157895,0.077621052631579,0.00818174,0.2975,0.553,0.643,0.2535,0.04625,2.385e-05,0.180081007534214,0.111387451249568,0.21389588971237,0.0856388051657271,0.0291256698792206,0.47325,0.4,0.061525,0.0359,0.0,0.61575,0.7375,0.77925,0.062975,0.001435,39.8684210526316,38.0,11.646066619671,33.0,43.25
287,This Is Gorillaz,37i9dQZF1DWSxQLa5KoDYW,https://open.spotify.com/playlist/37i9dQZF1DWSxQLa5KoDYW,0.629036206896552,0.659431034482759,0.714293103448276,0.15867885862069,0.0913224137931034,0.172070987931034,0.641,0.6855,0.74,0.077,0.0556,0.01915,0.223649448992129,0.146406441243231,0.156815234739294,0.0754574332034315,0.27512685644302,0.608,0.603,0.018775,0.038125,3.395e-05,0.75225,0.839,0.2155,0.12575,0.2175,57.1896551724138,56.0,9.08914312166034,54.0,60.75
288,This Is Drake,37i9dQZF1DX7QOv5kjbU68,https://open.spotify.com/playlist/37i9dQZF1DX7QOv5kjbU68,0.393636144578313,0.720963855421687,0.562048192771084,0.186421409638554,0.205266265060241,0.0069444163855421,0.39,0.754,0.553,0.101,0.182,0.0,0.194640626056802,0.143826661067185,0.148441242675955,0.134920077767027,0.0438874029144736,0.6235,0.454,0.03315,0.0742,0.0,0.8265,0.635,0.2525,0.2925,8.995e-05,72.4819277108434,72.0,7.74810983367625,67.5,78.0
289,This is Jerry Garcia,37i9dQZF1DX8N0xov3IdrH,https://open.spotify.com/playlist/37i9dQZF1DX8N0xov3IdrH,0.650983333333333,0.555783333333333,0.414983333333333,0.682063333333333,0.054445,0.133494176333333,0.6825,0.567,0.3715,0.785,0.0386,0.005655,0.199026826542594,0.11420144136148,0.177901847978385,0.0585536735520555,0.272974587811946,0.465,0.28575,0.606,0.03485,9.73e-05,0.64,0.57,0.89225,0.050275,0.0836,30.15,28.0,10.2342479209991,23.0,33.25
290,This Is Joni Mitchell,37i9dQZF1DX94esvuBEVw6,https://open.spotify.com/playlist/37i9dQZF1DX94esvuBEVw6,0.420973333333333,0.536383333333333,0.287558333333333,0.795788333333333,0.034225,0.0358770888333333,0.3845,0.559,0.2275,0.8565,0.0329,6.825e-05,0.228064600472543,0.123578300391629,0.155090380748017,0.005376963575117,0.1353113021912,0.46375,0.159,0.67575,0.0307,0.0,0.61775,0.35475,0.9525,0.037175,0.0038225,42.25,40.0,9.95689863905798,35.75,47.0
291,This Is Little Mix,37i9dQZF1DWY24WaVcCqqH,https://open.spotify.com/playlist/37i9dQZF1DWY24WaVcCqqH,0.534295081967213,0.635737704918033,0.715737704918033,0.185748163934426,0.0935540983606557,4.44831147540984e-05,0.524,0.632,0.748,0.0875,0.0602,0.0,0.202717647995292,0.132987581079255,0.156613420203947,0.0787209852872165,0.000192665870447,0.535,0.646,0.032,0.0479,0.0,0.75,0.824,0.215,0.0978,2.19e-06,59.655737704918,58.0,8.61565483272869,53.0,67.0
292,This Is London Grammar,37i9dQZF1DX7FLzW9rNIxr,https://open.spotify.com/playlist/37i9dQZF1DX7FLzW9rNIxr,0.195367857142857,0.550464285714286,0.496507142857143,0.536753571428571,0.041975,0.0346397692857143,0.177,0.5475,0.539,0.669,0.03855,0.0003375,0.111399052637675,0.131696475428204,0.185359074808213,0.0122993714082077,0.0907126091410714,0.4655,0.38,0.232,0.034375,1.1675e-05,0.633,0.6275,0.78675,0.04575,0.0169,32.3214285714286,34.0,17.5837752897139,31.75,40.0
293,This Is Lou Reed,37i9dQZF1DXdVelxaccCqL,https://open.spotify.com/playlist/37i9dQZF1DXdVelxaccCqL,0.49576,0.50924,0.52342,0.383562,0.049386,0.1714668154,0.481,0.5175,0.513,0.3635,0.03635,0.0148,0.274583484200923,0.151484027581276,0.219944528257022,0.0313117635193848,0.289651127450644,0.39375,0.3515,0.1675,0.03185,0.000789,0.60325,0.71775,0.588,0.051625,0.145,35.96,32.0,11.5351459391173,28.0,40.0
294,This Is: Max Martin,37i9dQZF1DWXDAhqlN7e6W,https://open.spotify.com/playlist/37i9dQZF1DWXDAhqlN7e6W,0.555931818181818,0.627431818181818,0.753318181818182,0.0588825136363636,0.0673477272727273,0.0013637431818181,0.5675,0.6455,0.775,0.01545,0.05425,2.34e-06,0.186230464588379,0.117675430192695,0.132741359413496,0.039927442848109,0.0058280057067049,0.574,0.68125,0.0044075,0.042375,0.0,0.70525,0.85875,0.09235,0.086175,6.2075e-05,61.6136363636364,65.5,16.8608751863816,49.75,76.0
295,This is: Maxwell,37i9dQZF1DWTqZKf590Jo5,https://open.spotify.com/playlist/37i9dQZF1DWTqZKf590Jo5,0.525391304347826,0.635565217391304,0.529217391304348,0.31424347826087,0.0783130434782609,0.0203362234782609,0.51,0.661,0.534,0.269,0.0566,3.15e-05,0.211958988127943,0.135013745457456,0.139506583918186,0.053168645103429,0.0412966920835243,0.582,0.4625,0.11305,0.04995,2.925e-06,0.735,0.596,0.417,0.0821,0.01692,43.4782608695652,46.0,12.7986844679706,38.5,49.5
296,This Is Margo Price,37i9dQZF1DX5P58TnuVGha,https://open.spotify.com/playlist/37i9dQZF1DX5P58TnuVGha,0.52822,0.6138,0.51592,0.3272256,0.049884,0.0320522016,0.537,0.63,0.516,0.229,0.0334,8.59e-05,0.244799751497695,0.0942403841248538,0.191849098686094,0.0492213679885745,0.126830790455176,0.537,0.39,0.0998,0.0285,3.35e-06,0.662,0.669,0.52,0.0412,0.00167,29.36,27.0,7.52706228662064,24.0,35.0
297,This Is Nick Cave,37i9dQZF1DWYEHBVWXZn8H,https://open.spotify.com/playlist/37i9dQZF1DWYEHBVWXZn8H,0.339781538461538,0.403584615384615,0.449873846153846,0.441292068461538,0.0463076923076923,0.0696183115384615,0.288,0.403,0.401,0.394,0.0365,0.00213,0.220310412325079,0.140099617717592,0.250682936742887,0.0231904567366373,0.154098022996929,0.316,0.238,0.0553,0.0324,2.47e-05,0.484,0.67,0.842,0.0511,0.0374,42.0461538461538,41.0,8.43436195206617,35.0,46.0
298,This Is Nickelback,37i9dQZF1DX6JuPU62sIoU,https://open.spotify.com/playlist/37i9dQZF1DX6JuPU62sIoU,0.557757575757576,0.547939393939394,0.882212121212121,0.0059815081818181,0.0497393939393939,0.032507196969697,0.568,0.544,0.9,0.000616,0.0454,2.09e-05,0.218321584809976,0.0668285770619217,0.0697091087913541,0.0204882731610356,0.0863462073683049,0.495,0.85,0.000246,0.0354,0.0,0.608,0.924,0.00155,0.0575,0.014,60.0909090909091,59.0,6.89367298852559,55.0,64.0
299,This Is Radiohead,37i9dQZF1DX1XDyq5cTk95,https://open.spotify.com/playlist/37i9dQZF1DX1XDyq5cTk95,0.317028358208955,0.409540298507463,0.533179104477612,0.359216388059702,0.0477746268656716,0.342484264328358,0.246,0.419,0.501,0.261,0.0345,0.206,0.226348718497467,0.170626958028238,0.233425474796635,0.0434091923768826,0.337081676415,0.292,0.352,0.0427,0.03035,0.01755,0.527,0.712,0.6855,0.04405,0.7,57.3582089552239,57.0,7.98236976383488,51.5,62.5
300,This Is: R.E.M.,37i9dQZF1DWSNpCo0vJUOm,https://open.spotify.com/playlist/37i9dQZF1DWSNpCo0vJUOm,0.561750847457627,0.464457627118644,0.685576271186441,0.189328084745763,0.0373745762711864,0.125889301694915,0.596,0.461,0.734,0.0978,0.033,0.00225,0.247344204795304,0.133698750675552,0.208700181202921,0.0150168364502158,0.276381397847385,0.3555,0.5855,0.0174,0.02825,3.16e-05,0.574,0.846,0.2255,0.04095,0.0448,47.4745762711864,46.0,9.71198323473847,41.0,50.0
301,This Is Rihanna,37i9dQZF1DWWhBhYl3ZMvY,https://open.spotify.com/playlist/37i9dQZF1DWWhBhYl3ZMvY,0.508243243243243,0.624162162162162,0.664486486486486,0.174276621621622,0.0807918918918919,0.0074969835135135,0.498,0.668,0.7,0.0509,0.0571,0.0,0.204804975716114,0.128215208300886,0.158804670659976,0.0628520855235103,0.0284713350257061,0.564,0.61,0.0108,0.0425,0.0,0.719,0.766,0.23,0.0916,5.07e-05,71.4864864864865,73.0,6.70663693507998,66.0,77.0
302,This Is Roxette,37i9dQZF1DX8IAL5KfmFJA,https://open.spotify.com/playlist/37i9dQZF1DX8IAL5KfmFJA,0.522896078431373,0.558843137254902,0.678392156862745,0.124942039215686,0.0336411764705882,0.0057979170588235,0.49,0.548,0.695,0.0831,0.0292,7.28e-06,0.242775449303083,0.0979055407112426,0.162012231443354,0.0183551755804251,0.0353401529921111,0.509,0.5785,0.03285,0.02725,0.0,0.6235,0.813,0.128,0.03385,0.0001135,48.0196078431373,45.0,9.19454228567889,41.0,51.5
303,This Is Sampha,37i9dQZF1DX86aPVQf2emM,https://open.spotify.com/playlist/37i9dQZF1DX86aPVQf2emM,0.310374285714286,0.598971428571429,0.464685714285714,0.496972285714286,0.0815771428571429,0.0888969342857143,0.262,0.62,0.429,0.457,0.0539,0.00453,0.170277813384752,0.164904336923364,0.19519865769617,0.0854105348431028,0.224966579578949,0.5005,0.306,0.16,0.03945,0.00136,0.717,0.594,0.874,0.08705,0.0192,41.6571428571429,42.0,9.98806009882876,34.5,48.0
304,This Is: Skepta,37i9dQZF1DX5WbJFtYTzv7,https://open.spotify.com/playlist/37i9dQZF1DX5WbJFtYTzv7,0.502511290322581,0.738645161290323,0.725887096774193,0.140165,0.227001612903226,0.0001208214516129,0.504,0.7535,0.72,0.0862,0.25,0.0,0.217715232947362,0.109844763304326,0.132505997988425,0.115336480646185,0.0004808668401169,0.6635,0.624,0.0272,0.117,0.0,0.817,0.8195,0.19175,0.30475,5.3625e-06,43.5806451612903,44.5,10.6363872627492,35.0,52.75
305,This Is Spice Girls,37i9dQZF1DWWUJdr9ahsbf,https://open.spotify.com/playlist/37i9dQZF1DWWUJdr9ahsbf,0.648774418604651,0.64653488372093,0.769232558139535,0.118623744186047,0.0505302325581395,0.0440969158139535,0.7,0.654,0.779,0.063,0.0376,1.16e-05,0.232517244719431,0.111616978747093,0.115985597876326,0.0377060721072104,0.141115059460124,0.583,0.7,0.02075,0.031,0.0,0.723,0.8535,0.144,0.04755,0.00363,47.6046511627907,44.0,11.3497210682816,38.5,55.5
306,This is Sting,37i9dQZF1DX8yMCqd4JdaS,https://open.spotify.com/playlist/37i9dQZF1DX8yMCqd4JdaS,0.46749,0.58316,0.498946,0.3072288,0.057056,0.025854072,0.44,0.5855,0.487,0.1885,0.0364,0.000129,0.241654052145557,0.149436541715874,0.203698939724531,0.0657985241444809,0.121043019921281,0.511,0.36925,0.061175,0.0322,2.6875e-06,0.6755,0.665,0.543,0.053025,0.00318,55.56,52.0,11.4734120327595,46.0,65.0
307,This Is Take That,37i9dQZF1DX5joH2aOAS4r,https://open.spotify.com/playlist/37i9dQZF1DX5joH2aOAS4r,0.525840909090909,0.572636363636364,0.745204545454546,0.147215340909091,0.04535,0.0010236063636363,0.5455,0.586,0.795,0.0476,0.03725,0.0,0.243042339423901,0.106936427737077,0.18848151837662,0.0241023833618364,0.0032128839016742,0.509,0.68925,0.01745,0.031125,0.0,0.6305,0.8795,0.1955,0.045225,1.8175e-05,44.3181818181818,42.0,10.9369710684549,37.75,52.25
308,This Is Stormzy,37i9dQZF1DX9AFOBBZSMWw,https://open.spotify.com/playlist/37i9dQZF1DX9AFOBBZSMWw,0.478069230769231,0.638723076923077,0.656273846153846,0.266020169230769,0.26068,0.0005125093846153,0.473,0.637,0.67,0.158,0.274,0.0,0.254575620471524,0.120168957578006,0.15916789315543,0.143306242449518,0.0030211280102734,0.564,0.563,0.0663,0.138,0.0,0.732,0.781,0.43,0.372,1.23e-05,50.5846153846154,50.0,10.2924309380916,43.0,59.0
309,This Is Tina Turner,37i9dQZF1DX4UK2Qu9x6KC,https://open.spotify.com/playlist/37i9dQZF1DX4UK2Qu9x6KC,0.627087804878049,0.584048780487805,0.656351463414634,0.25713512195122,0.0567780487804878,0.0181706507317073,0.713,0.619,0.694,0.219,0.0471,0.000537,0.228530558345183,0.146646846406514,0.228774696126571,0.0314280727391541,0.0527453097021955,0.457,0.535,0.052,0.0347,2.35e-05,0.69,0.81,0.406,0.0661,0.00612,44.4878048780488,43.0,9.84662874089277,38.0,48.0
310,This Is Tony Bennett,37i9dQZF1DX4c84KflUhSt,https://open.spotify.com/playlist/37i9dQZF1DX4c84KflUhSt,0.242964,0.40428,0.242806,0.8552,0.042714,0.0019081372,0.1895,0.403,0.243,0.879,0.03695,1.07e-05,0.162700119488686,0.166195979715122,0.143917370581532,0.0202907439438754,0.0077826888377299,0.25825,0.14425,0.83,0.032775,0.0,0.54075,0.32375,0.94075,0.041925,0.000205,39.18,36.0,7.86542420719847,34.0,42.0
311,This Is Trentemøller,37i9dQZF1DX4cEqBpR9k1C,https://open.spotify.com/playlist/37i9dQZF1DX4cEqBpR9k1C,0.267214285714286,0.573428571428571,0.589114285714286,0.238827428571429,0.0483342857142857,0.554816497142857,0.208,0.616,0.592,0.0994,0.0379,0.607,0.216577398395581,0.158611861754018,0.184874324789535,0.0255314332545906,0.332391663674458,0.461,0.458,0.02945,0.03495,0.2655,0.687,0.6825,0.277,0.0546,0.8735,30.5428571428571,29.0,9.83494028554155,25.0,37.0
312,This Is U2,37i9dQZF1DX8kI525v95Yu,https://open.spotify.com/playlist/37i9dQZF1DX8kI525v95Yu,0.437817543859649,0.505491228070175,0.636105263157895,0.122438507017544,0.0361912280701754,0.0686745712280702,0.409,0.526,0.68,0.0231,0.0324,0.000827,0.207648701556608,0.111488007492,0.175668588562437,0.0113743803709061,0.164692473067635,0.423,0.51,0.0033,0.0286,2.78e-05,0.578,0.774,0.166,0.0375,0.0184,56.0175438596491,54.0,10.9699121432707,51.0,60.0
313,This Is Van Morrison,37i9dQZF1DWUHyTgDVMaG1,https://open.spotify.com/playlist/37i9dQZF1DWUHyTgDVMaG1,0.586339285714286,0.549964285714286,0.51475,0.458241071428571,0.0447178571428571,0.0153578378571429,0.5465,0.5545,0.5135,0.4235,0.0368,0.00109,0.229226785424052,0.102639167481516,0.182941744329122,0.0183071382714042,0.0460551986873352,0.4895,0.3865,0.31425,0.0324,5.465e-05,0.6285,0.62675,0.627,0.051975,0.0102,47.5357142857143,45.0,9.78489426841986,41.0,52.0
314,This Is Volbeat,37i9dQZF1DWYrXu9rm1zUZ,https://open.spotify.com/playlist/37i9dQZF1DWYrXu9rm1zUZ,0.443894736842105,0.433131578947368,0.911210526315789,0.0013864194736842,0.0605815789473684,0.0584474163157895,0.4335,0.4555,0.923,0.000229,0.0538,0.0005905,0.133444753114211,0.109791736766955,0.077196540286129,0.0296911658102082,0.189537618407361,0.33225,0.89225,5.8075e-05,0.0392,3.8125e-05,0.5185,0.96425,0.00082725,0.07135,0.0066525,53.0789473684211,52.0,6.6875502683531,47.25,57.75
315,This is: Wiley,37i9dQZF1DXbW9wx2hgf03,https://open.spotify.com/playlist/37i9dQZF1DXbW9wx2hgf03,0.71468085106383,0.705148936170213,0.840574468085106,0.153063829787234,0.271085106382979,0.0259920885106383,0.745,0.701,0.863,0.093,0.295,0.0,0.170670175992096,0.118355944124971,0.099450827849933,0.1129657527532,0.140597388399748,0.5965,0.7825,0.04585,0.1995,0.0,0.8065,0.907,0.225,0.342,0.0,29.0,28.0,16.8767913702967,20.5,39.0
316,This Is The Fall,37i9dQZF1DX7mMRxgkst0Y,https://open.spotify.com/playlist/37i9dQZF1DX7mMRxgkst0Y,0.55195,0.468338709677419,0.792596774193548,0.115887501451613,0.0893112903225806,0.280163419354839,0.5475,0.4685,0.838,0.016,0.05725,0.0777,0.229248643559281,0.133112173027653,0.166528928189218,0.102079088760834,0.317093466777036,0.38375,0.66025,0.0012325,0.039375,0.0034825,0.55975,0.94175,0.12875,0.0897,0.60625,20.1774193548387,18.0,7.8521672763647,15.0,24.0
317,Best of John Peel Sessions,37i9dQZF1DWY3pbjsJ6MxA,https://open.spotify.com/playlist/37i9dQZF1DWY3pbjsJ6MxA,0.512166666666667,0.471658333333333,0.686828333333333,0.157770464333333,0.0837433333333333,0.291868967,0.516,0.4765,0.7045,0.0173,0.0471,0.04195,0.259529953639572,0.175286460257823,0.233007322276497,0.123906024212539,0.344429559950032,0.347,0.5265,0.00066,0.03585,9.515e-05,0.6,0.899,0.163,0.074175,0.65225,20.2166666666667,22.0,10.452623815711,18.75,25.0
318,This Is The xx,37i9dQZF1DWSp9aN7lDNHp,https://open.spotify.com/playlist/37i9dQZF1DWSp9aN7lDNHp,0.28016,0.624833333333333,0.460666666666667,0.521170046666667,0.0502466666666667,0.381003783333333,0.2935,0.6235,0.433,0.504,0.04315,0.386,0.189747917348073,0.159640130494709,0.193194440794819,0.0250115660601572,0.324455478796071,0.555,0.318,0.28475,0.033225,0.062375,0.74475,0.65025,0.78825,0.055225,0.658,54.9333333333333,52.5,6.77181447356377,50.0,59.5
319,This Is: David Axelrod,37i9dQZF1DX4n3DaGTtM0p,https://open.spotify.com/playlist/37i9dQZF1DX4n3DaGTtM0p,0.391369565217391,0.414521739130435,0.483608695652174,0.348908695652174,0.045495652173913,0.526582608695652,0.355,0.394,0.465,0.27,0.0398,0.57,0.209007849862984,0.0883509888637449,0.147038566100696,0.0163664145643357,0.304149808560569,0.3605,0.3725,0.1555,0.03395,0.2245,0.481,0.547,0.503,0.05185,0.7575,23.8695652173913,22.0,9.82716248617292,17.0,29.5
320,Classical Romance,37i9dQZF1DX4s3V2rTswzO,https://open.spotify.com/playlist/37i9dQZF1DX4s3V2rTswzO,0.0915628865979381,0.214903092783505,0.0541016494845361,0.947907216494845,0.0431958762886598,0.75100122371134,0.0518,0.189,0.0344,0.978,0.0427,0.89,0.121214403124852,0.108851994750525,0.0563961440518545,0.008452205303028,0.27013918682944,0.137,0.0161,0.948,0.0389,0.663,0.286,0.0772,0.99,0.0468,0.922,36.8453608247423,34.0,11.6586343237762,28.0,43.0
321,Baroque 50: Spotify Picks,37i9dQZF1DWXjj6kdiviS0,https://open.spotify.com/playlist/37i9dQZF1DWXjj6kdiviS0,0.308738,0.317624,0.151086,0.89244,0.043942,0.290414103,0.3,0.3205,0.131,0.913,0.0434,0.07925,0.224687447212108,0.119288329415303,0.0845513827835609,0.0082512111665067,0.350608051408646,0.2455,0.084675,0.84075,0.03755,0.00285,0.39725,0.20625,0.95675,0.0491,0.68125,32.2,31.0,4.96929346597888,29.0,34.0
322,This Is John Coltrane,37i9dQZF1DWVx3vT1QCKCV,https://open.spotify.com/playlist/37i9dQZF1DWVx3vT1QCKCV,0.350198,0.44708,0.321724,0.738534,0.045474,0.2157550994,0.3265,0.4625,0.2965,0.798,0.03765,0.08365,0.181944499824333,0.0952508696194702,0.210083468892821,0.0217925357938568,0.288957971037969,0.384,0.15675,0.665,0.03435,0.001155,0.50175,0.48975,0.93475,0.04775,0.40075,41.08,39.0,9.77259809208318,34.0,47.0
323,1960s Nostalgia,2NFOUmp2wyR5CrXtKDkUkB,https://open.spotify.com/playlist/2NFOUmp2wyR5CrXtKDkUkB,0.60849552238806,0.529402985074627,0.489597014925373,0.433249402985075,0.0563865671641791,0.070396618358209,0.6,0.524,0.497,0.447,0.0415,2.16e-05,0.220082855907714,0.118736410348593,0.212730164812744,0.0498265138605104,0.216699777255401,0.4345,0.3335,0.1515,0.0325,0.0,0.6235,0.6555,0.6925,0.0599,0.003825,58.134328358209,60.0,10.4169086358147,52.5,65.0
324,Breakup Blues,1o2bTwofazfzElA5mXGf2t,https://open.spotify.com/playlist/1o2bTwofazfzElA5mXGf2t,0.497941860465116,0.546418604651163,0.590632558139535,0.30223281627907,0.0594279069767442,0.0694854069767442,0.499,0.573,0.617,0.182,0.0366,0.000163,0.239493916050132,0.156202895003679,0.233194392361854,0.0662038062694477,0.206142126313459,0.426,0.409,0.06415,0.0304,3.925e-06,0.6565,0.7625,0.5305,0.05725,0.006885,45.5581395348837,53.0,22.7860675116777,29.0,62.0
