names,id,url,mean_valence,med_valence,sd_valence,quant1_valence,quant3_valence,mean_danceability,med_danceability,sd_danceability,quant1_danceability,quant3_danceability,mean_energy,med_energy,sd_energy,quant1_energy,quant3_energy,mean_acousticness,med_acousticness,sd_acousticness,quant1_acousticness,quant3_acousticness,mean_speechiness,med_speechiness,sd_speechiness,quant1_speechiness,quant3_speechiness,mean_instrumentalness,med_instrumentalness,sd_instrumentalness,quant1_instrumentalness,quant3_instrumentalness
Rainy Day,37i9dQZF1DXbvABJXBIyiY,https://open.spotify.com/playlist/37i9dQZF1DXbvABJXBIyiY,0.27038864864864864,0.24,0.15181215842788576,0.154,0.383,0.5009027027027028,0.481,0.10949633328803876,0.406,0.579,0.2895378378378379,0.293,0.12545844399327089,0.188,0.399,0.8363459459459459,0.926,0.1774358711383566,0.789,0.949,0.03411891891891892,0.0329,0.00518485659930404,0.0305,0.0383,0.1407940037837838,0.00786,0.2326943888499662,0.00101,0.158
Dark & Stormy,37i9dQZF1DX2pSTOxoPbx9,https://open.spotify.com/playlist/37i9dQZF1DX2pSTOxoPbx9,0.23153549618320612,0.181,0.15538382189546304,0.116,0.3195,0.4769419847328244,0.481,0.1287980604517101,0.3905,0.566,0.40353282442748084,0.425,0.17217376700550407,0.26475000000000004,0.533,0.6111611068702291,0.659,0.30170025512493076,0.404,0.865,0.04303931297709923,0.03705,0.02428413425546987,0.0321,0.0431,0.08035767045801527,0.00391,0.17517533721060338,0.00028,0.079275
Mother's Day,37i9dQZF1DWSoTL04mwiZp,https://open.spotify.com/playlist/37i9dQZF1DWSoTL04mwiZp,0.36147,0.33,0.20542110941623903,0.199,0.435,0.492976923076923,0.511,0.13649502165352254,0.36075,0.583,0.41467769230769236,0.4345,0.19703462776189606,0.26175000000000004,0.5607500000000001,0.5826446153846153,0.579,0.29498976517826586,0.371,0.869,0.05488538461538462,0.0326,0.07118269116273108,0.031525,0.0379,0.013825436692307692,9.48e-06,0.08203600655144559,0.0,0.000383
Kanye To The,6Sz7KT9MhChZuAJDKEWiLF,https://open.spotify.com/playlist/6Sz7KT9MhChZuAJDKEWiLF,0.43539605263157904,0.438,0.21978952686045772,0.31,0.623,0.6122763157894737,0.629,0.12622082223196093,0.5545000000000001,0.68075,0.6575394736842108,0.665,0.13105585992641702,0.5914999999999999,0.73725,0.15537526315789477,0.0523,0.2030062393423656,0.0195,0.219,0.21957236842105263,0.1395,0.15701572880760212,0.091275,0.348,0.011607604210526317,0.0,0.08359998417290075,0.0,0.0
Found Them First,3sJ6SlgRo56Oa7YhHcLK5l,https://open.spotify.com/playlist/3sJ6SlgRo56Oa7YhHcLK5l,0.45663999999999993,0.4245,0.23877021316294364,0.328,0.607,0.6601599999999999,0.6755,0.0897514390766328,0.597,0.73975,0.6964199999999999,0.717,0.14530560195389466,0.5305000000000001,0.849,0.051402960000000004,0.0276,0.07638982842562436,0.012525000000000001,0.0621,0.08969,0.06015,0.08638158876491576,0.0487,0.0905,0.012008829,3.355e-06,0.02566036679515368,0.0,0.00014697499999999998
AMA Winners 2014,37i9dQZF1DX3JLmmala1kX,https://open.spotify.com/playlist/37i9dQZF1DX3JLmmala1kX,0.3792584269662921,0.331,0.20418799983047528,0.236,0.399,0.5219438202247191,0.448,0.12847986750235174,0.422,0.596,0.5711910112359551,0.585,0.22882138113327283,0.42,0.784,0.3945833258426966,0.225,0.349754132757108,0.0571,0.588,0.046807865168539325,0.0414,0.022219904184798234,0.0322,0.0479,0.001858088764044944,0.0,0.005380747010394777,0.0,6.39e-05
New Year's 2015,2FjbiwWYHqEifO3VY5LYP8,https://open.spotify.com/playlist/2FjbiwWYHqEifO3VY5LYP8,0.5087948717948718,0.54,0.24266599503409741,0.289,0.724,0.6501880341880341,0.671,0.13907681650824408,0.589,0.721,0.6818119658119658,0.716,0.16781799108393325,0.532,0.802,0.14051690598290598,0.0668,0.16462798626024416,0.0305,0.216,0.05542307692307692,0.0457,0.036892155003411725,0.0331,0.0583,0.00011576444444444441,2.38e-06,0.0002773675078752091,0.0,3.59e-05
Mustard On The Beats,37i9dQZF1DX3HHskiFSgKu,https://open.spotify.com/playlist/37i9dQZF1DX3HHskiFSgKu,0.2886526315789473,0.273,0.10802079721784574,0.241,0.377,0.8108947368421054,0.83,0.12179668611476262,0.7505,0.919,0.4912631578947369,0.506,0.08908662582332318,0.446,0.5365,0.11960526315789476,0.0702,0.11396238401665802,0.0373,0.132,0.18363684210526313,0.156,0.13837701402941135,0.0582,0.304,0.0002368078947368421,0.0,0.0008553573509915734,0.0,1.565e-05
A Bite Out Of The Afternoon,3uDgik1xOhjYVsXucW7GEb,https://open.spotify.com/playlist/3uDgik1xOhjYVsXucW7GEb,0.4601777777777778,0.449,0.22415074666996854,0.298,0.607,0.6775555555555556,0.699,0.13323205272836502,0.62425,0.773,0.5365925925925927,0.552,0.13946197405832883,0.42125,0.60325,0.21352407407407406,0.20550000000000002,0.19785068194310804,0.0564,0.248,0.1568888888888889,0.13,0.09778944008017924,0.07475,0.21075,5.104944444444445e-05,1.45e-06,9.500178013062398e-05,0.0,3.4e-05
Girls Night Out,1Bxi8UJlVM7tLYDMOqsYYF,https://open.spotify.com/playlist/1Bxi8UJlVM7tLYDMOqsYYF,0.6502666666666665,0.756,0.21758655513234032,0.436,0.795,0.7228285714285714,0.743,0.11408468996108323,0.694,0.774,0.7553523809523811,0.771,0.11386665454958717,0.661,0.857,0.08848738000000002,0.0326,0.09956905015253177,0.00676,0.15,0.12030857142857143,0.0982,0.0958393167617687,0.0444,0.161,0.003781808380952381,4.56e-06,0.016501222417594615,0.0,4.64e-05
Power Hour,7wiCMbRM2F6PQYGLwnJ7GJ,https://open.spotify.com/playlist/7wiCMbRM2F6PQYGLwnJ7GJ,0.5519805555555556,0.63,0.20834574448389456,0.395,0.68625,0.6424444444444446,0.6,0.118132456414683,0.548,0.70425,0.7593425925925926,0.783,0.13253842060048746,0.691,0.856,0.08759874074074075,0.0317,0.13741961422791502,0.0038,0.0904,0.08094351851851851,0.0523,0.07694414441311921,0.0483,0.0715,0.016041646296296296,2.605e-05,0.09740453329671343,0.0,0.0012
Let Loose,3Nh594yQ7PkhEPzUUAKlnH,https://open.spotify.com/playlist/3Nh594yQ7PkhEPzUUAKlnH,0.6072745098039216,0.576,0.17406234648652844,0.484,0.714,0.6334771241830065,0.627,0.0928676962820113,0.554,0.696,0.7867647058823529,0.788,0.11710643857899679,0.692,0.87,0.04763792156862746,0.0187,0.08137137706119957,0.00487,0.0548,0.06866339869281045,0.052,0.05273057855446574,0.0411,0.0696,0.00044391006535947705,1.9e-06,0.0016229483898624849,0.0,8.96e-05
Foam Party,3L1KIXcFcHhfeMlf7pD7IB,https://open.spotify.com/playlist/3L1KIXcFcHhfeMlf7pD7IB,0.46218750000000003,0.418,0.21428182044668106,0.301,0.656,0.6495694444444444,0.66,0.10516222563779953,0.5792499999999999,0.7304999999999999,0.823263888888889,0.848,0.1002724447924929,0.77225,0.88925,0.02543261388888889,0.00711,0.04494450024846232,0.0014225,0.029224999999999998,0.09805694444444445,0.0615,0.08575748450297828,0.0423,0.1095,0.25440545194444447,0.021500000000000002,0.3375057487252813,6.915000000000001e-06,0.59
An Epic Evening,6wz9sFJRqsmu7ldv0xJOIz,https://open.spotify.com/playlist/6wz9sFJRqsmu7ldv0xJOIz,0.5080319999999999,0.497,0.22132866819114352,0.376,0.638,0.64874,0.6885,0.1761140412068387,0.5025,0.781,0.7450800000000001,0.765,0.17098846362804,0.6194999999999999,0.88625,0.0955134,0.0653,0.07376246439423105,0.040100000000000004,0.19,0.17259,0.159,0.11130780681130527,0.0746,0.255,0.0005659128,0.0,0.0016118898123694966,0.0,1.45e-06
Falling In Love,08vPKM3pmoyF6crB2EtASQ,https://open.spotify.com/playlist/08vPKM3pmoyF6crB2EtASQ,0.24643333333333337,0.19,0.15736291855851844,0.098,0.397,0.5764202898550727,0.559,0.11168974962145355,0.494,0.641,0.4384782608695651,0.421,0.1544768789758112,0.309,0.528,0.5244563768115943,0.592,0.2788279087852609,0.36,0.754,0.08066521739130432,0.0404,0.10489250495582574,0.0372,0.0546,0.03782650217391304,0.00225,0.0847478335404291,3.75e-05,0.0365
Graduation Songs,37i9dQZF1DXdfjr8o5AMIT,https://open.spotify.com/playlist/37i9dQZF1DXdfjr8o5AMIT,0.6426829896907217,0.661,0.18019152893541523,0.5447500000000001,0.754,0.6271494845360824,0.655,0.14364441930927918,0.529,0.7450000000000001,0.6820025773195876,0.701,0.18069632038328454,0.525,0.819,0.2093200618556701,0.103,0.22772940087593874,0.0332,0.345,0.060467783505154624,0.0452,0.05381357732132648,0.0338,0.0588,0.0023024563402061857,1.14e-05,0.013813748634892964,0.0,0.000609
Sexy As Folk,37i9dQZF1DX1BGjF5N5O7F,https://open.spotify.com/playlist/37i9dQZF1DX1BGjF5N5O7F,0.33939922480620155,0.313,0.17502416105360818,0.18,0.495,0.5257984496124031,0.552,0.12587614074985584,0.481,0.592,0.38279379844961237,0.383,0.1711111534536551,0.261,0.485,0.6583378294573643,0.754,0.26645446160226316,0.517,0.87,0.0423953488372093,0.0379,0.020372165678878482,0.0332,0.0449,0.05579957325581395,0.00117,0.11635688742926117,4.93e-06,0.0741
Everyday Inspiration,37i9dQZF1DXbQ1kpdsa9FU,https://open.spotify.com/playlist/37i9dQZF1DXbQ1kpdsa9FU,0.270796261682243,0.229,0.1697771952402,0.1405,0.367,0.45771962616822437,0.467,0.10160251764750595,0.389,0.5115000000000001,0.5983271028037384,0.632,0.16636455625902688,0.503,0.7135,0.26878579439252337,0.136,0.28184566839745856,0.023,0.5045,0.03797663551401868,0.0342,0.015313636662097181,0.03095,0.039400000000000004,0.0001723554205607477,0.0,0.0015522760908343594,0.0,0.0
Early Morning Rise,68oeNrImf1nxjL0RbpZkij,https://open.spotify.com/playlist/68oeNrImf1nxjL0RbpZkij,0.31735,0.2835,0.19730471607621416,0.169,0.469,0.4942083333333333,0.4875,0.08693091599039768,0.429,0.574,0.3437083333333334,0.277,0.16995736312878634,0.218,0.50575,0.7074583333333333,0.741,0.18718319244849754,0.60425,0.8552500000000001,0.03344166666666667,0.0318,0.00534175025386323,0.0298,0.0358,0.09037435555555556,0.001275,0.1957793492938479,6.0125000000000005e-05,0.048375
Backstage,5qVqzAenJiKLfRny06XQf0,https://open.spotify.com/playlist/5qVqzAenJiKLfRny06XQf0,0.40089166666666665,0.37,0.2175691898384208,0.2375,0.578,0.47735833333333333,0.4715,0.15389037874236253,0.3775,0.5707499999999999,0.6520949999999999,0.722,0.2565348024123423,0.416,0.8860000000000001,0.3838066108333333,0.345,0.3319659677157354,0.0567,0.71875,0.09878666666666666,0.05295,0.1181040332836739,0.03565,0.09440000000000001,0.07928796525000001,2.565e-05,0.1970962185468953,0.0,0.013825
Bullet for Hell,1RKtKRcejWjN6ZOkghImIV,https://open.spotify.com/playlist/1RKtKRcejWjN6ZOkghImIV,0.4418484848484848,0.49,0.17814006448791236,0.352,0.512,0.4736060606060606,0.468,0.09989211035973367,0.425,0.564,0.9253636363636364,0.942,0.06498019803265943,0.916,0.979,0.0029809036363636363,0.000297,0.006253388494627243,7.04e-05,0.000705,0.09917575757575757,0.07,0.06462909576142463,0.046,0.148,0.0556788709090909,0.00315,0.10881540454227713,2.08e-05,0.0259
A Sudden Rainstorm,37i9dQZF1DX9NmDLwNQnXE,https://open.spotify.com/playlist/37i9dQZF1DX9NmDLwNQnXE,0.015814638157894734,0.0141,0.015244480302806005,1e-05,0.02605,0.1537888157894737,0.158,0.06886198169593778,0.11075,0.175,0.7565006578947369,0.86,0.26435812560941496,0.611,0.9877499999999999,0.18845157855263156,0.0263,0.2875353022946766,0.000554,0.235,0.08044802631578948,0.0629,0.08036492181499606,0.0529,0.0802,0.846130845986842,0.94,0.22495263461495463,0.84675,0.9735
Grime Shutdown,37i9dQZF1DWSOkubnsDCSS,https://open.spotify.com/playlist/37i9dQZF1DWSOkubnsDCSS,0.5121395061728395,0.497,0.21988694235846087,0.346,0.68,0.6761975308641975,0.67,0.12596005515173117,0.598,0.768,0.7259629629629629,0.734,0.1230906621605031,0.645,0.816,0.16233134444444444,0.116,0.1682601022020892,0.0348,0.253,0.30840123456790125,0.325,0.11504042060709266,0.244,0.371,0.009836975555555554,0.0,0.05971807339902967,0.0,1.44e-05
Grand Hustle Gang Spotify Picks,4C0S1zvtcMtk2notLxCL1J,https://open.spotify.com/playlist/4C0S1zvtcMtk2notLxCL1J,0.44836538461538455,0.467,0.1606619918992219,0.34775,0.514,0.6205769230769231,0.66,0.1362708298384387,0.528,0.6944999999999999,0.7493653846153847,0.7695000000000001,0.12269506739308744,0.68625,0.853,0.05690349038461538,0.032850000000000004,0.07491673433032499,0.013149999999999998,0.071,0.19390000000000002,0.178,0.15010659088611328,0.0709,0.255,1.8965e-05,0.0,0.00011958060672166522,0.0,0.0
MMG Spotify Picks,2nZndNnauO6SID8cjf4C9F,https://open.spotify.com/playlist/2nZndNnauO6SID8cjf4C9F,0.51775,0.5395000000000001,0.17450879780922368,0.40625,0.6255,0.601075,0.6305000000000001,0.1265100355804396,0.5015,0.68625,0.7646499999999999,0.776,0.11295416588042953,0.70475,0.85925,0.14141875,0.053849999999999995,0.1831862488567095,0.01875,0.18475,0.23522999999999997,0.252,0.10878290825403193,0.149,0.32175,0.000391838,0.0,0.001897848932091817,0.0,0.0
Shady Records Spotify Picks,3hR94iGaotWbCFv5eDe0gZ,https://open.spotify.com/playlist/3hR94iGaotWbCFv5eDe0gZ,0.5676122448979591,0.542,0.21416823763949086,0.416,0.729,0.6574897959183673,0.676,0.12790265218272118,0.551,0.718,0.8140816326530612,0.827,0.11729784680012492,0.738,0.929,0.11664832653061226,0.0611,0.13811854226735026,0.0388,0.115,0.3009775510204082,0.309,0.10147981586114002,0.261,0.357,6.18204081632653e-05,0.0,0.00029872659338542876,0.0,0.0
Taylor Gang Spotify Picks,5VvCwhF9WqXKUaJLtJfeXn,https://open.spotify.com/playlist/5VvCwhF9WqXKUaJLtJfeXn,0.5209071428571429,0.498,0.20861146932102062,0.43224999999999997,0.5885,0.6828571428571429,0.7384999999999999,0.14533657343118964,0.5894999999999999,0.77325,0.7716428571428572,0.7725,0.10846034069025184,0.71325,0.85675,0.15977650000000002,0.10655,0.16054860887328842,0.030925,0.24400000000000002,0.17558928571428575,0.129,0.12691249052525425,0.0655,0.26275000000000004,4.673214285714286e-06,0.0,1.4762066515370838e-05,0.0,0.0
Avant-Jazz,37i9dQZF1DX3rTk9UUrbYS,https://open.spotify.com/playlist/37i9dQZF1DX3rTk9UUrbYS,0.38005,0.391,0.20164365340665616,0.21825,0.5445,0.40538,0.393,0.12509635306842645,0.33125000000000004,0.47525,0.4390895999999999,0.422,0.2395342968494985,0.2965,0.5825,0.6158300000000001,0.647,0.32642121107675637,0.31499999999999995,0.9085,0.080952,0.05935,0.06459585580944882,0.0465,0.08925,0.500894044,0.6065,0.3717497284429883,0.10375000000000001,0.839
Electro Swing,37i9dQZF1DX3bH0P2uDnWA,https://open.spotify.com/playlist/37i9dQZF1DX3bH0P2uDnWA,0.77436,0.798,0.1318513331523578,0.7055,0.8725,0.7911066666666665,0.783,0.07873382688206827,0.7364999999999999,0.8494999999999999,0.7917333333333333,0.813,0.11586937348459131,0.7355,0.8795,0.15618626666666666,0.13,0.1490615445339503,0.0308,0.2525,0.10725066666666666,0.0766,0.07718548801659779,0.0534,0.144,0.14820628026666668,0.00961,0.2694282084315826,2.8349999999999998e-05,0.10825
Acid Jazz,37i9dQZF1DWXHghfFFOaS6,https://open.spotify.com/playlist/37i9dQZF1DWXHghfFFOaS6,0.6843663366336632,0.703,0.18665694322860196,0.571,0.83,0.7019504950495049,0.722,0.13415560936745238,0.632,0.787,0.6394950495049505,0.649,0.1798078209512799,0.521,0.765,0.21663055445544555,0.151,0.20670416088315566,0.0444,0.309,0.11567326732673269,0.0594,0.10030034385892114,0.0452,0.189,0.24013361336633668,0.0236,0.3351785961308865,0.00014,0.452
Swing Revival,37i9dQZF1DWYotlhbgVGaH,https://open.spotify.com/playlist/37i9dQZF1DWYotlhbgVGaH,0.7252941176470588,0.76,0.1595683294538922,0.6205,0.844,0.6079607843137255,0.608,0.10033004750010115,0.544,0.6775,0.6749019607843139,0.685,0.16070572546141107,0.541,0.81,0.3502058627450981,0.298,0.26912485958335547,0.07385,0.615,0.09262156862745098,0.0702,0.06521594379820164,0.05195,0.1125,0.009636160980392156,2.18e-05,0.03652645037229445,0.0,0.00041799999999999997
Best of Bebop,37i9dQZF1DX6KyCRJzZneq,https://open.spotify.com/playlist/37i9dQZF1DX6KyCRJzZneq,0.6948541666666667,0.726,0.15408660035123567,0.63425,0.804,0.5166458333333334,0.499,0.08163736357333984,0.45775000000000005,0.549,0.4943125,0.499,0.13453737221038842,0.392,0.59825,0.6570833333333334,0.746,0.22113881587483644,0.4665,0.82975,0.059889583333333336,0.05355,0.0239911618441293,0.04045,0.07214999999999999,0.144730583125,0.021949999999999997,0.26726763171077095,0.00029325,0.107575
Brit-Blues,37i9dQZF1DWWtGE7PB0aRR,https://open.spotify.com/playlist/37i9dQZF1DWWtGE7PB0aRR,0.5769431818181818,0.543,0.2051250450113518,0.4125,0.777,0.47014772727272724,0.472,0.1125083434732606,0.38575,0.539,0.6067954545454545,0.5994999999999999,0.1869645709317652,0.484,0.73975,0.2638117931818182,0.122,0.27862192764992405,0.025675,0.5517500000000001,0.055185227272727275,0.0404,0.04928345072019898,0.032549999999999996,0.056825,0.08677320011363637,0.004805,0.18171532115930392,5.365e-05,0.0493
Delta Blues,37i9dQZF1DWSTHVqvNCwNq,https://open.spotify.com/playlist/37i9dQZF1DWSTHVqvNCwNq,0.6041803278688526,0.619,0.17520250266446172,0.523,0.763,0.6047540983606556,0.596,0.10229396458861506,0.538,0.668,0.25045737704918036,0.281,0.11986794742412221,0.159,0.311,0.9150819672131147,0.959,0.10671211975559403,0.906,0.979,0.06714754098360656,0.0495,0.05433929396718786,0.0412,0.0624,0.07430926311475411,0.00108,0.19329827473856187,0.00014,0.0419
Chicago Blues,37i9dQZF1DX4rGCw5bMNp1,https://open.spotify.com/playlist/37i9dQZF1DX4rGCw5bMNp1,0.648051724137931,0.617,0.1671374497299703,0.50475,0.8,0.534948275862069,0.5305,0.10045482923321031,0.47324999999999995,0.606,0.5225120689655172,0.542,0.17003489226810695,0.389,0.6445000000000001,0.5480724137931035,0.525,0.27051028828448576,0.36049999999999993,0.75075,0.05956551724137931,0.04205,0.044244204900434445,0.036725,0.0655,0.07056472793103448,0.001405,0.15349745650183982,0.000129,0.04965
Jump Blues,37i9dQZF1DX7nt6DdNdydo,https://open.spotify.com/playlist/37i9dQZF1DX7nt6DdNdydo,0.8121132075471699,0.833,0.09325495663819007,0.759,0.876,0.6149622641509435,0.622,0.10125196337396489,0.558,0.673,0.5165283018867924,0.482,0.1626390060809031,0.376,0.647,0.6899811320754717,0.748,0.1968112616546075,0.654,0.82,0.10339433962264151,0.0699,0.09037769767246091,0.0499,0.13,0.03455815924528302,3.13e-06,0.13870626540319178,0.0,0.000135
Lone Star Blues,37i9dQZF1DXeaMD6NdSui3,https://open.spotify.com/playlist/37i9dQZF1DXeaMD6NdSui3,0.6742999999999999,0.745,0.1779887922580844,0.561,0.8117500000000001,0.5733999999999999,0.607,0.14653260179847524,0.48824999999999996,0.679,0.6527499999999999,0.658,0.16552706010534543,0.569,0.791,0.19615679999999996,0.149,0.19899385546980836,0.0251,0.284,0.07009333333333333,0.042300000000000004,0.07264475640242977,0.032924999999999996,0.05739999999999999,0.07251552300000001,0.006295,0.19881108311060294,0.00024925,0.0304
Blue Ballads,37i9dQZF1DXdeoRwG5yUKg,https://open.spotify.com/playlist/37i9dQZF1DXdeoRwG5yUKg,0.327578947368421,0.304,0.11921334165548508,0.254,0.404,0.5136000000000001,0.515,0.12321417091752726,0.4115,0.606,0.39927578947368425,0.394,0.12307676268897295,0.323,0.487,0.5578273684210526,0.573,0.24181872868095527,0.3835,0.747,0.03716421052631579,0.0326,0.016269210679237638,0.02955,0.03755,0.020038818526315793,0.000297,0.07802152752797961,6.73e-06,0.00479
Blues Live & Loud,37i9dQZF1DWT1RLff7HxDm,https://open.spotify.com/playlist/37i9dQZF1DWT1RLff7HxDm,0.5070950819672131,0.504,0.18165345617982748,0.393,0.628,0.41255737704918033,0.399,0.14540420954362174,0.311,0.493,0.7106229508196721,0.73,0.18347144772728954,0.587,0.858,0.17590196721311474,0.0935,0.19438345346942187,0.0231,0.259,0.07559016393442625,0.0543,0.0705621019738831,0.037,0.0823,0.09351543311475412,0.00837,0.1737620396136649,0.000571,0.0867
Country Drive,37i9dQZF1DXdfhOsjRMISB,https://open.spotify.com/playlist/37i9dQZF1DXdfhOsjRMISB,0.5742347560975609,0.574,0.18418326968303333,0.43,0.7087499999999999,0.6055243902439025,0.605,0.08166205076285592,0.559,0.647,0.6812957317073172,0.692,0.1550051228710927,0.57,0.809,0.20760033536585362,0.13,0.21604533864087389,0.0409,0.29025,0.04157530487804878,0.0362,0.017137703660552603,0.030449999999999998,0.046650000000000004,8.661006097560975e-05,0.0,0.0004117910965659717,0.0,0.0
Soul Food,37i9dQZF1DXd9dy0tcoQft,https://open.spotify.com/playlist/37i9dQZF1DXd9dy0tcoQft,0.49504100000000006,0.4635,0.2428188267936705,0.32475000000000004,0.63025,0.61592,0.618,0.15656783988050832,0.541,0.7112499999999999,0.492379,0.498,0.19123156584823456,0.398,0.6207499999999999,0.4316829999999999,0.4075,0.27030780249914943,0.20750000000000002,0.6365000000000001,0.07225,0.05105,0.05879274932963566,0.0397,0.0878,0.013828850900000002,0.00044899999999999996,0.03817419755505001,1.82e-05,0.0048375
Hours of Ours,54LbSpjd64NjKPUyYAGkNU,https://open.spotify.com/playlist/54LbSpjd64NjKPUyYAGkNU,0.24078571428571433,0.195,0.14293986229461758,0.1495,0.24975,0.39778571428571424,0.4255,0.14172387267026004,0.29374999999999996,0.49574999999999997,0.18303214285714287,0.199,0.07035440997297542,0.142,0.2255,0.8704285714285716,0.917,0.12591838290511498,0.86125,0.94725,0.03903928571428571,0.0354,0.012840685896232893,0.033549999999999996,0.040525,0.005511101428571428,0.00013325,0.015827855769997706,3.237e-05,0.000735
Calming Jazz,37i9dQZF1DX0ZgPbUQ205W,https://open.spotify.com/playlist/37i9dQZF1DX0ZgPbUQ205W,0.14090198019801978,0.106,0.12014737448666785,0.0564,0.164,0.3739188118811881,0.361,0.1277939346861746,0.286,0.48,0.06793019801980199,0.0444,0.061726683095403696,0.0242,0.0997,0.942118811881188,0.962,0.08562759918726122,0.936,0.984,0.044412871287128716,0.0396,0.020923415893999417,0.0358,0.0438,0.8118982900990099,0.891,0.2058020580730424,0.788,0.932
Nu-Smooth,37i9dQZF1DWTEbYi1zYy0Z,https://open.spotify.com/playlist/37i9dQZF1DWTEbYi1zYy0Z,0.6260192771084336,0.641,0.19534364120811987,0.4965,0.7605,0.6723493975903615,0.68,0.10052404562905672,0.6415,0.738,0.6748192771084337,0.688,0.13967524568801604,0.612,0.7755000000000001,0.29550855421686745,0.242,0.2484539964589437,0.0775,0.4915,0.04235421686746989,0.0348,0.024132986741685045,0.03135,0.04185,0.6128010843373494,0.701,0.29475427604011417,0.396,0.8565
Indigo,37i9dQZF1DWUgBy0IJPlHq,https://open.spotify.com/playlist/37i9dQZF1DWUgBy0IJPlHq,0.483028729281768,0.52,0.19756308037079834,0.326,0.615,0.5523591160220994,0.558,0.12079338782167037,0.485,0.636,0.554060773480663,0.565,0.17287655087264042,0.416,0.657,0.3689237403314917,0.346,0.2788263441589366,0.131,0.612,0.03661988950276243,0.0339,0.012745632889954912,0.0301,0.0396,0.016915789889502764,6.9e-05,0.0654489356589946,5.92e-06,0.00184
Heartland Country,37i9dQZF1DX5iKSDtVcf7Q,https://open.spotify.com/playlist/37i9dQZF1DX5iKSDtVcf7Q,0.5769808612440191,0.578,0.20889411105138173,0.437,0.736,0.5627511961722489,0.566,0.08531990316430356,0.515,0.611,0.7206411483253589,0.745,0.151525894050838,0.66,0.815,0.220708995215311,0.171,0.20505732001509727,0.0468,0.32,0.039953588516746415,0.0363,0.01460736441777618,0.0298,0.0438,0.0021229318181818185,0.0,0.012135613867404799,0.0,8.3e-06
Walk a Country Mile,4p3lupatTubTWpTgCZjgpk,https://open.spotify.com/playlist/4p3lupatTubTWpTgCZjgpk,0.57676,0.57,0.17977144749190105,0.435,0.646,0.57528,0.573,0.05904695871366563,0.553,0.62,0.8236,0.847,0.1033223112401189,0.815,0.879,0.05952032000000001,0.0374,0.06064727574997358,0.0172,0.0736,0.04835999999999999,0.039,0.025535628704485298,0.0379,0.0452,0.00033034439999999997,7.31e-06,0.0009358512647454545,0.0,0.000107
Honeysuckle Lazy,6tLfPD2P9syvBV8rgO2Yq1,https://open.spotify.com/playlist/6tLfPD2P9syvBV8rgO2Yq1,0.4768076923076923,0.4715,0.17199349272126996,0.332,0.635,0.5651538461538461,0.583,0.09905299280998724,0.497,0.625,0.5865384615384615,0.6535,0.1356392954181732,0.48275,0.6857500000000001,0.3337265384615385,0.327,0.2024703778618948,0.19525,0.49224999999999997,0.030857692307692305,0.029449999999999997,0.004400833837074339,0.028375,0.0312,0.010849101153846156,8.45e-07,0.030478128734226232,0.0,0.00021
On to Something Good,3FfBohQXFlgFnYubzrvoq4,https://open.spotify.com/playlist/3FfBohQXFlgFnYubzrvoq4,0.6784782608695652,0.682,0.14648576398880336,0.551,0.8185,0.6106521739130434,0.61,0.07008346238310964,0.557,0.657,0.8054782608695653,0.817,0.09071226716943945,0.7304999999999999,0.878,0.19502434782608696,0.16,0.18441910719450677,0.042499999999999996,0.272,0.04196086956521739,0.0387,0.013113932186468877,0.0344,0.05065,0.0018835452173913043,0.0,0.009028470504568446,0.0,0.0
Tailgate Party,37i9dQZF1DXdgnLr18vPvu,https://open.spotify.com/playlist/37i9dQZF1DXdgnLr18vPvu,0.6642830882352941,0.672,0.17793623388498755,0.58,0.8002500000000001,0.5899889705882353,0.596,0.08543008118275507,0.542,0.643,0.7893933823529411,0.8035000000000001,0.10167060096191323,0.744,0.856,0.12365509558823529,0.0832,0.1185075009367082,0.027075,0.2055,0.052064705882352944,0.0413,0.04681018832774003,0.0349,0.053425,6.661481617647059e-05,0.0,0.0005462379326181608,0.0,0.0
Country Christmas,37i9dQZF1DX0MuOvUqmxDz,https://open.spotify.com/playlist/37i9dQZF1DX0MuOvUqmxDz,0.4612590476190476,0.448,0.22893127272982963,0.252,0.66,0.536295238095238,0.578,0.15263077140915057,0.437,0.655,0.5411904761904761,0.543,0.20299597832498362,0.404,0.695,0.42249552380952377,0.453,0.3122740402674602,0.0933,0.715,0.03818285714285714,0.0326,0.01567682916049902,0.0293,0.0387,0.0003867154285714286,0.0,0.0032867347905531936,0.0,1.24e-05
Acoustic Blues,37i9dQZF1DX2iUghHXGIjj,https://open.spotify.com/playlist/37i9dQZF1DX2iUghHXGIjj,0.5164208333333334,0.5235000000000001,0.21558881649477796,0.33125000000000004,0.665,0.6306583333333333,0.655,0.11828220746266488,0.5545,0.7142499999999999,0.28754,0.2675,0.15607341431346397,0.1645,0.3865,0.7870166666666666,0.8305,0.15983399914571733,0.6955,0.915,0.05510249999999999,0.0478,0.03218303604111224,0.03547499999999999,0.06,0.02155652358333333,0.0001765,0.09676511083618317,1.42e-05,0.0024775
